City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
356,mercedes,-34.6515,-59.4307,17.14,98,100,5.18,AR,1699663861
357,yuryuzan',54.8633,58.4219,4.0,97,89,0.89,RU,1699663861
358,mossel bay,-34.1831,22.146,17.96,90,64,4.54,ZA,1699663712
359,metapan,14.3333,-89.45,27.21,87,6,2.24,SV,1699663861
360,ouallam,14.3188,2.0866,26.86,11,4,3.38,NE,1699663862
361,yaren,-0.5472,166.916,28.29,82,100,13.45,NR,1699663862
362,wanning,18.8003,110.3967,27.1,84,20,2.29,CN,1699663862
363,port saint john's,-31.6229,29.5448,20.56,89,2,4.06,ZA,1699663862
364,san manuel,17.0238,121.6357,26.68,79,86,1.91,PH,1699663862
365,piedecuesta,6.9879,-73.0495,23.62,94,100,1.56,CO,1699663862
366,nikolayevsk-on-amure,53.1406,140.73,-8.09,80,100,4.11,RU,1699663862
367,uray,60.1247,64.7758,0.49,92,100,2.68,RU,1699663862
368,kavieng,-2.5744,150.7967,29.05,72,100,6.03,PG,1699663863
369,khemisset,33.6667,-6.25,16.6,79,0,1.78,MA,1699663863
370,lake havasu city,34.4839,-114.3224,22.34,11,100,3.6,US,1699663863
371,eureka,40.8021,-124.1637,13.75,89,81,2.24,US,1699663863
372,caleta de carquin,-11.0925,-77.6267,19.4,84,18,4.65,PE,1699663863
373,santa cruz,-17.8,-63.1667,34.37,30,25,5.96,BO,1699663759
374,santiago de cuba,20.0247,-75.8219,28.06,83,20,2.57,CU,1699663863
375,san pedro,14.35,121.0167,30.73,73,75,2.24,PH,1699663572
376,trinity beach,-16.7888,145.6968,32.78,55,50,7.2,AU,1699663865
377,sept-iles,50.2001,-66.3821,-0.53,95,100,3.09,CA,1699663653
378,kapa'a,22.0752,-159.319,28.99,80,75,6.17,US,1699663865
379,manokwari,-0.8667,134.0833,28.14,75,100,0.2,ID,1699663865
380,touros,-5.1989,-35.4608,25.74,71,1,6.39,BR,1699663730
381,giyani,-23.3025,30.7187,19.63,73,0,1.08,ZA,1699663866
382,ciudad lazaro cardenas,17.9583,-102.2,26.79,82,5,1.03,MX,1699663695
383,miramichi,47.0043,-65.4654,-0.72,94,23,2.12,CA,1699663866
384,melchor de mencos,17.0686,-89.1522,23.62,99,92,1.17,GT,1699663866
385,vila velha,-20.3297,-40.2925,25.97,89,0,3.6,BR,1699663866
386,bubaque,11.2833,-15.8333,28.78,57,98,5.14,GW,1699663866
387,sur,22.5667,59.5289,25.39,63,8,3.34,OM,1699663866
388,sao jose da coroa grande,-8.8978,-35.1478,24.66,76,9,3.84,BR,1699663866
389,scarborough,54.2797,-0.4044,4.25,87,4,1.79,GB,1699663829
390,santyoku,37.4406,129.1708,8.52,59,100,2.32,KR,1699663867
391,makoua,0.0069,15.6333,22.09,99,100,0.91,CG,1699663867
392,mokhotlong,-29.2894,29.0675,14.95,34,89,1.89,LS,1699663867
393,timbuktu,16.7735,-3.0074,25.76,17,34,4.26,ML,1699663867
394,flying fish cove,-10.4217,105.6791,26.82,78,75,4.63,CX,1699663867
395,puerto baquerizo moreno,-0.9,-89.6,24.38,82,39,5.35,EC,1699663867
396,hirara,24.8,125.2833,26.15,83,40,7.72,JP,1699663868
397,smithers,54.7804,-127.1743,5.18,75,75,4.12,CA,1699663868
398,borujen,31.9652,51.2873,7.84,49,38,1.07,IR,1699663868
399,fauske,67.2588,15.3918,-1.79,75,1,3.83,NO,1699663868
400,bikenibeu village,1.3673,173.1241,30.98,74,75,3.6,KI,1699663868
401,newman,37.3138,-121.0208,20.13,45,100,0.89,US,1699663868
402,chato,-2.6378,31.7669,18.92,84,100,0.98,TZ,1699663868
403,vadso,70.0744,29.7487,-0.91,86,20,8.23,NO,1699663868
404,cabo san lucas,22.8909,-109.9124,28.2,68,17,2.47,MX,1699663635
405,fergus falls,46.283,-96.0776,1.04,91,100,0.0,US,1699663869
406,az zuwaytinah,30.9522,20.1202,21.91,53,34,3.46,LY,1699663869
407,santa cruz das palmeiras,-21.8269,-47.2486,24.63,73,0,3.6,BR,1699663583
408,narrabri,-30.3167,149.7833,30.29,40,0,2.24,AU,1699663869
409,st. paul,44.9444,-93.0933,4.14,74,100,2.06,US,1699663869
410,hadibu,12.65,54.0333,26.78,81,100,5.64,YE,1699663869
411,vila franca do campo,37.7167,-25.4333,22.16,99,100,8.03,PT,1699663760
412,sao vicente,-23.9631,-46.3919,25.71,26,61,1.82,BR,1699663742
413,xiangtan,27.85,112.9,11.18,92,100,5.06,CN,1699663869
414,areal,-22.2306,-43.1056,20.95,87,4,1.42,BR,1699663870
415,nizhnesortymskiy,62.4397,71.7603,-3.17,98,100,3.62,RU,1699663870
416,vilyuchinsk,52.9306,158.4028,1.15,99,100,1.06,RU,1699663870
417,basco,20.4487,121.9702,27.78,73,19,8.72,PH,1699663870
418,florida,28.7505,-82.5001,23.99,85,75,0.0,US,1699663870
419,keflavik,64.0049,-22.5624,3.24,87,40,3.6,IS,1699663870
420,mukalla,14.5425,49.1242,25.34,69,22,2.07,YE,1699663870
421,kapuskasing,49.4169,-82.4331,-3.95,86,100,2.06,CA,1699663870
422,mirabad,30.4362,61.8383,16.37,37,0,1.3,AF,1699663871
423,bestobe,52.4994,73.0975,1.11,87,32,3.65,KZ,1699663871
424,chimore,-16.9833,-65.1333,29.55,47,55,1.07,BO,1699663871
425,lorengau,-2.0226,147.2712,29.08,74,100,4.24,PG,1699663871
426,escanaba,45.7453,-87.0646,3.17,93,100,0.0,US,1699663871
427,barcelos,41.5388,-8.6151,17.73,98,100,4.89,PT,1699663864
428,loiza,18.4313,-65.8802,28.0,86,40,1.54,PR,1699663871
429,nova vicosa,-17.8919,-39.3719,24.99,83,30,6.06,BR,1699663871
430,giado,31.9582,12.0203,15.67,59,77,1.91,LY,1699663871
431,bataipora,-22.2953,-53.2711,28.93,42,30,2.92,BR,1699663872
432,lompoc,34.6391,-120.4579,18.77,64,0,6.71,US,1699663872
433,colonia,50.9333,6.95,7.25,91,75,5.66,DE,1699663872
434,north battleford,52.7834,-108.2847,-0.89,100,100,7.72,CA,1699663872
435,naples,40.8333,14.25,16.9,73,40,5.66,IT,1699663737
436,yuzhno-sukhokumsk,44.6581,45.6436,6.64,64,0,2.61,RU,1699663872
437,guiuan,11.0333,125.7247,28.42,72,20,2.61,PH,1699663872
438,kachug,53.9606,105.8817,-15.53,99,30,0.45,RU,1699663872
439,dullewala,31.8359,71.4362,17.55,70,0,2.49,PK,1699663872
440,nouadhibou,20.931,-17.0347,22.99,64,0,6.69,MR,1699663873
441,cukai,4.25,103.4167,25.97,87,99,1.36,MY,1699663873
442,khalis,33.82,44.5264,21.31,32,60,2.14,IQ,1699663873
443,horta,38.5333,-28.6333,20.01,96,35,6.71,PT,1699663639
444,tessaoua,13.7574,7.9874,24.5,19,92,2.98,NE,1699663873
445,mpika,-11.8343,31.4529,18.06,84,100,3.49,ZM,1699663873
446,uglegorsk,49.0833,142.0333,-2.45,64,100,8.99,RU,1699663873
447,madimba,-10.4,40.3333,24.79,91,25,2.94,TZ,1699663873
448,almeirim,-1.5233,-52.5817,28.94,65,59,3.14,BR,1699663874
449,finley,46.154,-119.0339,12.08,62,75,2.57,US,1699663874
450,tongliao,43.6125,122.2653,-8.61,76,5,4.39,CN,1699663874
451,salym,60.0625,71.4789,-0.08,96,100,2.12,RU,1699663874
452,cabedelo,-6.9811,-34.8339,26.37,74,11,5.09,BR,1699663874
453,hue,16.4667,107.6,27.06,89,20,1.54,VN,1699663874
454,colachel,8.1667,77.25,25.7,83,100,2.05,IN,1699663874
455,tenango del aire,19.1663,-98.8513,19.01,83,32,1.71,MX,1699663875
456,la gi,10.6667,107.7833,27.31,80,100,4.74,VN,1699663875
457,orapa,-21.2833,25.3667,22.7,54,8,8.12,BW,1699663875
458,lerwick,60.1545,-1.1494,6.0,75,100,8.63,GB,1699663875
459,trujillo,-8.116,-79.03,18.98,88,9,4.12,PE,1699663875
460,barberton,-25.7884,31.0532,18.03,95,0,0.8,ZA,1699663875
461,kolonia,50.9333,6.95,7.25,91,75,5.66,DE,1699663821
462,bereeda,11.8704,51.0579,26.36,84,100,2.46,SO,1699663876
463,wlodawa,51.55,23.55,6.53,60,100,2.5,PL,1699663876
464,conneaut,41.9476,-80.5542,10.62,66,96,5.14,US,1699663683
465,askino,56.0901,56.5783,4.88,88,100,1.81,RU,1699663876
466,coahuayana de hidalgo,18.7,-103.6583,26.17,85,98,0.55,MX,1699663876
467,klodawa,52.2545,18.9135,7.13,83,100,2.17,PL,1699663876
468,nelson bay,-32.7167,152.15,27.03,66,0,8.94,AU,1699663876
469,koungheul,13.9833,-14.8,26.46,25,99,2.36,SN,1699663876
470,kenai,60.5544,-151.2583,-0.51,97,100,2.06,US,1699663877
471,ushirombo,-3.4919,31.9639,18.6,91,100,0.59,TZ,1699663877
472,bandundu,-3.3167,17.3667,22.13,97,100,0.94,CD,1699663877
473,cotacachi,0.3,-78.2667,15.75,93,60,1.29,EC,1699663877
474,norwich,52.6278,1.2983,3.53,93,1,3.09,GB,1699663877
475,shenjiamen,29.9576,122.298,16.04,73,100,7.96,CN,1699663877
476,qamdo,31.1667,97.2333,-1.67,51,100,2.41,CN,1699663877
477,darwin,-12.4611,130.8418,32.16,70,75,4.12,AU,1699663833
478,mananjary,-21.2167,48.3333,22.18,88,91,4.24,MG,1699663877
479,malabar,-33.9667,151.25,32.06,68,0,7.2,AU,1699663878
480,santa ana de yacuma,-13.75,-65.4333,33.37,38,73,4.44,BO,1699663765
481,okhotsk,59.3833,143.3,-16.17,82,14,9.49,RU,1699663878
482,holualoa,19.6228,-155.9522,26.54,72,40,4.63,US,1699663878
483,panaba,21.2833,-88.2667,24.65,92,12,4.18,MX,1699663878
484,walvis bay,-22.9575,14.5053,15.53,88,70,0.0,NA,1699663878
485,gisborne,-38.6533,178.0042,14.15,61,27,5.68,NZ,1699663878
486,torghay,49.6339,63.4981,7.84,69,100,6.48,KZ,1699663878
487,geidam,12.897,11.9304,26.66,21,75,4.46,NG,1699663878
488,dambatta,12.433,8.5154,23.85,19,99,3.45,NG,1699663879
489,metro,-5.1131,105.3067,28.29,69,93,4.16,ID,1699663879
490,mount gambier,-37.8333,140.7667,16.92,44,5,5.19,AU,1699663729
491,wakema,16.6,95.1833,25.29,91,96,2.21,MM,1699663879
492,isangel,-19.55,169.2667,25.74,63,100,6.82,VU,1699663879
493,bad feilnbach,47.7788,12.0011,3.78,94,100,2.49,DE,1699663879
494,kaitong,44.8135,123.15,-7.71,71,5,2.72,CN,1699663879
495,bad neustadt an der saale,50.3333,10.2167,6.21,89,100,3.37,DE,1699663879
496,ouesso,1.6136,16.0517,21.5,95,100,0.81,CG,1699663880
497,tympaki,35.0729,24.7685,21.98,85,1,0.45,GR,1699663880
498,dunedin,-45.8742,170.5036,20.04,64,0,3.58,NZ,1699663880
499,rangkasbitung,-6.3591,106.2494,31.32,73,100,0.77,ID,1699663880
500,bayanhongor,46.7167,100.1167,-17.27,57,0,1.58,MN,1699663880
501,dali,25.7,100.1833,12.06,67,1,0.67,CN,1699663880
502,san borja,-14.8167,-66.85,29.0,54,20,1.85,BO,1699663880
503,korla,41.7597,86.1469,6.55,59,100,4.11,CN,1699663880
504,pochinki,54.6988,44.8668,1.02,95,14,2.51,RU,1699663881
505,north platte,41.1239,-100.7654,9.65,49,0,2.24,US,1699663881
506,mjolby,58.326,15.1237,5.82,89,100,3.6,SE,1699663881
507,puerto madryn,-42.7692,-65.0385,24.56,16,100,8.46,AR,1699663703
508,merizo village,13.2658,144.6691,28.88,78,100,8.26,GU,1699663881
509,lewistown,40.5992,-77.5714,7.86,87,0,3.6,US,1699663881
510,ballymena,54.8636,-6.2763,10.03,93,25,1.95,GB,1699663881
511,waliso,8.5333,37.9833,12.75,65,37,4.67,ET,1699663881
512,edremit,39.5961,27.0244,19.15,88,75,2.06,TR,1699663881
513,kralendijk,12.15,-68.2667,28.99,79,40,7.72,BQ,1699663882
514,huanggang,23.677,116.9996,22.94,71,28,5.04,CN,1699663882
515,grand falls-windsor,48.9332,-55.6649,1.39,91,100,5.11,CA,1699663882
516,nadi,-17.8,177.4167,32.0,51,40,7.72,FJ,1699663882
517,fortuna,40.5982,-124.1573,13.19,88,75,1.34,US,1699663706
518,paracuru,-3.41,-39.0306,27.84,79,10,7.01,BR,1699663882
519,el sauzal de rodriguez,31.9,-116.6833,18.01,70,42,1.23,MX,1699663882
520,mont-dore,-22.2833,166.5833,25.99,65,89,8.01,NC,1699663882
521,thongwa,16.7619,96.5278,26.09,90,100,2.67,MM,1699663882
522,hilo,19.7297,-155.09,26.81,79,75,2.06,US,1699663883
523,kotma,23.2,81.9667,17.75,60,0,1.37,IN,1699663883
524,san nicolas de bari,22.7844,-81.9133,24.73,91,65,2.97,CU,1699663883
525,bereznik,62.8551,42.7072,1.27,93,100,3.8,RU,1699663883
526,glace bay,46.1969,-59.957,4.32,85,20,9.77,CA,1699663801
527,ciudad insurgentes,25.2625,-111.7753,24.82,49,0,5.64,MX,1699663883
528,oriximina,-1.7656,-55.8661,29.09,54,37,1.63,BR,1699663859
529,canto do buriti,-8.11,-42.9444,27.66,39,2,2.04,BR,1699663883
530,melilla,35.2937,-2.9383,20.21,73,0,3.6,ES,1699663883
531,mormugao,15.4,73.8,25.59,78,75,1.54,IN,1699663884
532,tamanrasset,22.785,5.5228,14.95,15,0,0.0,DZ,1699663884
533,thunder bay,48.4001,-89.3168,-0.01,74,100,2.57,CA,1699663624
534,kenora,49.8167,-94.4337,-1.46,80,100,1.54,CA,1699663884
535,saldanha,-33.0117,17.9442,14.03,90,100,6.05,ZA,1699663884
536,kinston,35.2627,-77.5816,12.87,82,100,3.6,US,1699663884
537,n'zeto,-7.2312,12.8666,24.66,91,100,3.56,AO,1699663884
538,bafra,41.5678,35.9069,16.51,75,83,4.25,TR,1699663884
539,chernyshevskiy,63.0128,112.4714,-12.78,78,96,3.01,RU,1699663732
540,vylkove,45.4021,29.586,15.37,79,100,5.55,UA,1699663884
541,luwuk,-0.9516,122.7875,29.8,70,74,1.86,ID,1699663885
542,divnoye,45.9089,43.3547,5.44,72,6,3.04,RU,1699663885
543,sungurlu,40.1675,34.3739,12.38,67,100,1.76,TR,1699663885
544,campbell river,50.0163,-125.2446,9.69,100,100,7.2,CA,1699663885
545,brookings,44.3114,-96.7984,2.0,78,100,2.06,US,1699663796
546,zyryanskoye,56.8306,86.6258,0.52,95,100,2.38,RU,1699663885
547,fuling,29.7022,107.3919,16.54,85,90,0.97,CN,1699663886
548,tindouf,27.6711,-8.1474,20.25,22,0,1.54,DZ,1699663886
549,myrina,39.8797,25.0742,18.58,82,20,5.14,GR,1699663886
550,huayin,34.5675,110.0921,3.5,91,100,0.54,CN,1699663887
551,nyaunglebin,17.95,96.7333,24.67,91,86,2.34,MM,1699663887
552,xique xique,-10.8217,-42.7311,28.09,47,6,3.43,BR,1699663888
553,hassi messaoud,31.6804,6.0729,14.92,51,0,1.03,DZ,1699663888
554,binuangan,8.9153,124.7883,27.87,74,14,2.03,PH,1699663888
555,nizhniy odes,63.6445,54.856,-3.31,97,94,1.08,RU,1699663888
556,aqsay,51.1678,52.995,5.01,88,100,8.09,KZ,1699663889
557,remire-montjoly,4.9167,-52.2667,27.65,82,8,6.65,GF,1699663889
558,buchach,49.0625,25.388,4.74,85,38,2.57,UA,1699663890
559,balabac,7.9868,117.0645,29.14,74,100,3.78,PH,1699663890
560,abepura,-2.6333,140.5833,31.45,58,40,3.6,ID,1699663890
561,nogliki,51.8333,143.1667,-3.7,82,100,8.94,RU,1699663747
562,tselinnoye,53.0833,85.6667,0.46,92,100,2.1,RU,1699663890
563,tangalle,6.024,80.7911,23.09,89,6,1.64,LK,1699663890
564,kharp,66.8014,65.8081,-10.52,89,100,2.14,RU,1699663890
565,tazovsky,67.4667,78.7,-9.64,96,100,3.01,RU,1699663728
566,jutai,-5.1833,-68.9,23.22,95,96,0.67,BR,1699663891
567,kati,12.7441,-8.0726,22.67,26,100,1.77,ML,1699663891
568,bilasipara,26.232,90.2347,19.37,83,0,2.59,IN,1699663891
569,souillac,-20.5167,57.5167,22.21,94,20,1.54,MU,1699663891
570,riberalta,-10.9833,-66.1,28.86,54,2,1.29,BO,1699663891
571,zhosaly,45.4878,64.0781,8.9,55,98,6.21,KZ,1699663704
572,port hedland,-20.3167,118.5667,30.03,66,100,4.63,AU,1699663891
573,timon,-5.0942,-42.8367,31.88,40,0,5.66,BR,1699663891
574,new norfolk,-42.7826,147.0587,17.72,68,100,3.97,AU,1699663892
575,san rafael,-34.6177,-68.3301,15.4,79,11,4.34,AR,1699663892
576,kuanda,56.3161,116.0806,-15.31,89,83,0.51,RU,1699663892
577,prince albert,53.2001,-105.7677,-4.03,86,0,5.14,CA,1699663672
578,goondiwindi,-28.55,150.3167,28.52,38,0,3.15,AU,1699663892
579,drahichyn,52.1874,25.1597,4.91,86,100,3.42,BY,1699663892
580,ust'-kulom,61.6864,53.6902,0.02,89,100,2.05,RU,1699663892
581,brisas de zicatela,15.8369,-97.0419,28.29,61,20,0.0,MX,1699663892
582,ebon,4.582,168.6964,28.36,78,100,4.79,MH,1699663892
583,pointe-noire,-4.7761,11.8635,25.38,86,100,4.99,CG,1699663893
584,ornskoldsvik,63.2909,18.7153,-0.47,93,100,5.14,SE,1699663893
585,antonio enes,-16.2325,39.9086,24.97,75,100,4.87,MZ,1699663893
586,acapulco de juarez,16.8634,-99.8901,27.45,83,30,1.58,MX,1699663893
587,northam,51.0333,-4.2167,10.34,86,72,6.41,GB,1699663893
588,paphos,34.7667,32.4167,18.88,77,100,3.09,CY,1699663893
589,el granada,37.5027,-122.4694,19.41,56,0,3.6,US,1699663711
590,ayorou,14.7308,0.9174,27.07,11,92,3.51,NE,1699663894
